Date,Info Tech (VGT),Healthcare (VHT),Cons Disc (VCR),Comm Serv (VOX),Finance (VFH),Industrials (VIS),Cons Staples (VDC),Utilities (VPU),Materials (VAW),Real Estate (VNQ),Energy (VDE),S&P 500 (SPY)
2008-01-02 00:00:00-05:00,59.01,60.14,52.12,74.14,51.48,71.95,69.99,86.6,87.18,61.27,114.53,144.55
2008-01-03 00:00:00-05:00,58.71,60.4,51.33,73.86,51.03,72.12,69.62,86.62,87.97,59.06,115.26,144.46
2008-01-04 00:00:00-05:00,56.23,59.76,49.73,72.16,49.62,70.2,69.01,86.67,85.43,56.94,112.36,140.93
2008-01-07 00:00:00-05:00,55.7,60.87,49.87,73.0,49.85,69.66,70.2,88.35,84.35,57.52,110.89,141.46
2008-01-08 00:00:00-05:00,54.19,61.25,48.82,70.49,48.05,67.8,69.83,88.26,82.64,55.49,109.34,138.81
2008-01-09 00:00:00-05:00,55.13,62.19,49.1,70.75,48.81,68.24,70.44,89.26,83.22,56.42,111.1,140.78
2008-01-10 00:00:00-05:00,55.37,62.41,49.69,72.0,49.8,69.11,71.03,88.92,84.51,57.13,110.36,141.8
2008-01-11 00:00:00-05:00,54.18,62.36,48.36,70.12,49.61,67.8,69.61,88.5,83.76,57.34,108.86,140.01
2008-01-14 00:00:00-05:00,55.5,62.14,48.77,70.87,50.03,68.61,69.48,88.61,86.43,57.11,110.74,141.46
2008-01-15 00:00:00-05:00,54.23,61.2,47.6,69.42,48.35,66.97,68.53,87.53,83.85,55.67,106.92,137.95
2008-01-16 00:00:00-05:00,53.22,61.6,48.18,69.51,48.98,66.62,68.46,86.29,81.24,56.56,103.31,137.15
2008-01-17 00:00:00-05:00,52.31,60.52,47.3,67.98,46.89,64.11,67.48,83.21,76.86,55.82,99.3,133.23
2008-01-18 00:00:00-05:00,52.49,59.5,47.3,65.0,46.16,64.59,66.75,81.97,77.82,55.19,99.41,132.49
2008-01-22 00:00:00-05:00,51.01,57.88,47.96,63.79,47.2,64.54,65.96,79.44,77.36,56.97,96.96,131.02
2008-01-23 00:00:00-05:00,50.97,57.51,49.86,64.17,50.15,66.05,66.73,81.52,77.21,61.13,97.1,133.81
2008-01-24 00:00:00-05:00,52.53,57.49,50.28,64.35,50.48,66.61,66.6,79.93,80.36,60.64,100.19,135.0
2008-01-25 00:00:00-05:00,51.74,56.64,49.26,63.78,49.39,66.38,65.82,78.66,80.35,59.95,99.78,132.98
2008-01-28 00:00:00-05:00,51.93,57.36,50.34,64.93,50.94,67.44,66.54,79.69,81.86,61.81,101.03,135.32
2008-01-29 00:00:00-05:00,52.04,57.58,50.72,67.09,51.6,67.98,66.6,80.19,82.76,61.42,101.64,136.07
2008-01-30 00:00:00-05:00,51.96,56.94,50.26,65.83,50.88,68.02,66.14,79.99,82.31,60.0,100.71,135.36
2008-01-31 00:00:00-05:00,52.76,57.53,52.04,67.22,52.28,69.19,67.02,81.6,83.72,61.16,100.9,137.33
2008-02-01 00:00:00-05:00,53.23,58.2,52.88,67.8,53.41,70.48,67.98,82.74,85.82,63.53,102.4,139.45
2008-02-04 00:00:00-05:00,52.51,58.37,51.72,67.87,52.21,69.88,67.47,84.16,84.88,62.87,102.8,138.0
2008-02-05 00:00:00-05:00,50.97,57.28,50.4,64.94,50.04,67.75,66.29,81.52,81.91,60.65,99.21,133.7
2008-02-06 00:00:00-05:00,50.23,57.24,49.81,64.26,49.44,67.43,66.03,81.22,81.17,59.59,97.29,132.72
2008-02-07 00:00:00-05:00,50.08,57.38,50.72,64.31,50.36,67.63,66.83,81.02,81.56,60.93,98.56,133.78
2008-02-08 00:00:00-05:00,50.66,56.73,50.36,64.01,49.25,67.33,66.38,80.59,83.05,59.12,100.2,133.12
2008-02-11 00:00:00-05:00,51.31,56.76,50.95,64.5,48.5,68.0,67.03,81.12,84.67,57.92,102.86,133.91
2008-02-12 00:00:00-05:00,51.25,57.32,51.22,65.48,49.13,68.38,67.66,81.79,84.6,59.57,102.34,134.94
2008-02-13 00:00:00-05:00,52.47,57.65,51.85,67.19,49.55,69.93,67.89,82.03,85.79,60.04,105.38,136.71
2008-02-14 00:00:00-05:00,51.41,56.96,51.03,65.72,48.62,68.96,67.11,81.65,85.38,58.92,105.27,135.01
2008-02-15 00:00:00-05:00,51.16,57.16,51.12,65.7,48.86,68.53,67.49,81.43,85.23,59.4,104.78,135.06
2008-02-19 00:00:00-05:00,50.71,57.37,50.73,63.64,48.48,68.61,67.46,81.77,86.66,58.72,107.68,135.04
2008-02-20 00:00:00-05:00,51.38,57.23,51.22,62.58,49.2,68.88,67.51,81.69,87.82,59.62,109.25,136.11
2008-02-21 00:00:00-05:00,50.93,56.6,50.28,61.95,48.51,68.24,67.2,80.16,86.52,58.4,106.89,134.48
2008-02-22 00:00:00-05:00,51.06,56.72,50.84,62.63,49.22,68.7,67.68,81.11,87.12,59.57,107.88,135.64
2008-02-25 00:00:00-05:00,51.53,57.67,51.7,63.39,49.82,69.91,68.17,81.52,89.44,61.43,110.69,137.31
2008-02-26 00:00:00-05:00,52.03,57.89,52.44,64.06,49.93,70.08,68.65,82.13,89.61,61.45,112.29,138.35
2008-02-27 00:00:00-05:00,52.37,57.51,52.34,63.36,50.3,69.82,68.55,80.97,89.67,61.16,111.29,138.12
2008-02-28 00:00:00-05:00,51.87,57.07,51.1,63.37,48.97,69.49,68.22,80.45,89.32,60.09,112.92,136.99
2008-02-29 00:00:00-05:00,50.65,56.2,49.52,61.46,47.16,67.73,67.03,78.35,86.4,59.04,109.6,133.23
2008-03-03 00:00:00-05:00,50.31,56.21,49.61,61.24,46.62,68.16,67.33,78.86,87.25,59.53,110.35,133.41
2008-03-04 00:00:00-05:00,50.49,56.19,49.61,60.75,46.3,67.84,67.43,80.12,85.68,59.33,109.11,132.92
2008-03-05 00:00:00-05:00,50.88,56.14,49.66,61.47,45.99,68.47,67.67,80.21,87.76,59.42,110.49,133.7
2008-03-06 00:00:00-05:00,49.9,54.94,48.24,60.1,44.32,67.1,66.83,78.54,86.35,57.07,108.24,130.82
2008-03-07 00:00:00-05:00,49.86,54.34,47.81,59.93,44.45,66.1,66.46,78.34,83.44,57.77,106.04,129.71
2008-03-10 00:00:00-04:00,49.37,53.52,46.96,58.43,43.35,64.59,66.22,77.84,80.39,57.1,104.51,127.86
2008-03-11 00:00:00-04:00,50.96,53.44,48.47,60.23,46.3,67.05,67.35,79.86,85.16,60.65,109.12,132.39
2008-03-12 00:00:00-04:00,50.76,53.39,48.22,59.05,45.4,67.11,67.3,79.06,85.04,59.61,107.44,131.31
2008-03-13 00:00:00-04:00,50.89,53.54,48.58,59.13,45.6,67.6,67.3,79.13,86.72,60.25,109.05,131.92
2008-03-14 00:00:00-04:00,49.97,52.69,47.66,57.85,44.07,66.6,66.29,78.49,85.68,59.43,107.5,129.25
2008-03-17 00:00:00-04:00,49.72,52.4,46.89,58.18,43.45,66.21,65.97,78.1,83.68,59.36,104.56,127.9
2008-03-18 00:00:00-04:00,51.47,53.58,48.75,59.94,46.54,68.94,67.46,79.55,86.69,61.89,107.81,133.32
2008-03-19 00:00:00-04:00,50.29,53.46,48.23,58.88,45.8,67.34,67.17,78.09,81.79,61.6,102.0,130.36
2008-03-20 00:00:00-04:00,50.99,53.89,49.72,60.36,48.7,68.43,68.21,78.25,81.55,64.0,102.45,132.73
2008-03-24 00:00:00-04:00,52.37,54.35,51.4,62.23,48.99,69.62,68.95,78.07,84.05,64.98,103.66,134.77
2008-03-25 00:00:00-04:00,52.55,54.41,51.3,62.51,48.68,70.16,69.18,77.49,86.29,64.76,104.92,135.05
2008-03-26 00:00:00-04:00,52.1,54.2,50.26,61.95,47.23,69.77,68.99,77.86,86.45,63.4,107.41,133.83
2008-03-27 00:00:00-04:00,50.99,54.19,49.54,61.79,46.35,69.08,68.81,78.42,85.49,62.75,106.66,132.45
2008-03-28 00:00:00-04:00,50.59,53.76,48.36,61.11,45.44,68.7,68.69,77.57,85.0,62.07,105.87,131.4
2008-03-31 00:00:00-04:00,51.0,53.61,49.05,61.99,45.82,69.25,68.81,78.44,85.0,62.39,106.94,131.94
2008-04-01 00:00:00-04:00,52.76,54.95,51.13,63.9,48.9,71.5,69.94,80.3,87.27,65.78,108.57,136.81
2008-04-02 00:00:00-04:00,52.57,54.61,51.27,63.5,48.75,71.45,69.5,80.9,87.93,65.55,110.15,136.65
2008-04-03 00:00:00-04:00,52.71,54.55,51.18,64.33,48.88,71.43,69.43,80.5,89.32,67.11,110.6,136.79
2008-04-04 00:00:00-04:00,52.77,55.03,50.99,63.62,48.24,71.69,69.61,80.81,90.8,66.15,111.77,136.97
2008-04-07 00:00:00-04:00,52.68,55.27,50.9,64.07,48.65,71.48,69.56,81.02,90.59,65.94,112.16,137.05
2008-04-08 00:00:00-04:00,52.23,55.16,50.58,64.03,47.88,71.32,69.41,81.37,90.98,65.14,113.21,136.46
2008-04-09 00:00:00-04:00,51.87,54.76,49.56,62.64,47.05,70.37,68.78,81.52,90.19,63.73,113.63,135.39
2008-04-10 00:00:00-04:00,52.71,55.31,49.99,62.56,47.01,70.96,69.02,81.12,90.52,64.29,113.74,135.94
2008-04-11 00:00:00-04:00,51.29,54.41,49.01,61.33,46.18,67.93,68.42,81.06,89.3,63.5,112.2,133.28
2008-04-14 00:00:00-04:00,51.0,54.28,48.68,61.22,45.18,68.06,68.44,81.03,89.07,63.15,114.14,132.81
2008-04-15 00:00:00-04:00,51.0,54.09,48.72,61.31,45.58,68.18,68.8,81.96,89.48,63.8,115.22,133.5
2008-04-16 00:00:00-04:00,52.57,54.57,49.56,62.72,47.02,70.01,69.29,83.81,93.64,66.26,118.6,136.22
2008-04-17 00:00:00-04:00,52.62,54.03,49.79,62.19,47.62,69.45,68.92,83.85,93.3,66.59,118.57,136.48
2008-04-18 00:00:00-04:00,54.25,54.57,50.74,63.15,48.38,71.24,69.18,84.24,94.57,66.51,121.16,138.93
2008-04-21 00:00:00-04:00,54.69,54.44,50.66,63.23,47.65,71.08,69.26,83.74,94.71,65.81,122.29,138.79
2008-04-22 00:00:00-04:00,54.0,53.72,49.93,62.65,47.2,70.22,68.68,83.16,93.31,65.44,122.16,137.69
2008-04-23 00:00:00-04:00,54.64,54.41,50.04,64.13,46.92,70.2,69.23,83.69,91.98,66.44,121.21,137.97
2008-04-24 00:00:00-04:00,55.36,54.42,50.81,64.74,48.49,70.9,69.16,83.39,90.65,67.95,118.69,138.75
2008-04-25 00:00:00-04:00,54.82,54.9,51.27,65.34,49.25,71.46,68.88,83.52,93.15,68.06,120.2,139.76
2008-04-28 00:00:00-04:00,54.7,55.14,51.33,65.52,49.21,71.59,68.95,83.5,92.31,67.98,119.98,139.62
2008-04-29 00:00:00-04:00,55.09,54.71,51.68,66.12,48.98,71.26,69.14,82.99,89.53,67.2,117.95,139.07
2008-04-30 00:00:00-04:00,54.6,54.39,51.15,65.87,48.48,71.11,68.77,82.98,89.98,66.27,118.8,138.43
2008-05-01 00:00:00-04:00,56.37,55.28,52.63,67.74,50.26,72.06,69.26,83.89,89.57,67.7,116.43,140.94
2008-05-02 00:00:00-04:00,56.15,55.24,52.61,68.04,50.38,72.31,69.11,84.5,90.61,67.54,117.9,141.34
2008-05-05 00:00:00-04:00,55.98,55.14,51.99,67.3,49.77,72.03,69.14,83.87,91.83,67.53,119.49,140.71
2008-05-06 00:00:00-04:00,56.47,55.1,52.2,67.61,50.18,72.43,69.26,83.9,93.0,67.86,122.41,141.84
2008-05-07 00:00:00-04:00,55.69,54.29,51.44,67.03,48.41,71.2,68.61,82.75,91.67,65.99,120.89,139.28
2008-05-08 00:00:00-04:00,56.11,54.57,51.34,67.08,48.0,71.74,68.74,83.04,93.35,65.82,123.19,139.84
2008-05-09 00:00:00-04:00,55.86,54.29,51.16,66.74,47.61,71.31,68.32,83.18,92.38,65.4,122.9,138.93
2008-05-12 00:00:00-04:00,56.54,54.76,52.16,67.24,48.39,72.3,68.97,83.93,94.06,66.92,122.4,140.47
2008-05-13 00:00:00-04:00,56.64,54.51,52.37,67.4,47.84,72.92,68.9,83.86,94.48,67.11,123.94,140.4
2008-05-14 00:00:00-04:00,56.93,54.73,52.89,68.19,48.22,73.04,69.3,84.44,94.88,67.63,122.97,140.96
2008-05-15 00:00:00-04:00,57.92,54.71,53.5,68.9,48.71,73.44,69.78,84.24,96.51,68.45,124.77,142.55
2008-05-16 00:00:00-04:00,58.0,54.82,53.13,69.08,48.19,73.36,69.92,84.8,97.41,67.98,128.01,142.65
2008-05-19 00:00:00-04:00,57.71,54.96,52.87,69.07,47.98,73.51,69.81,85.55,96.92,67.98,129.4,142.83
2008-05-20 00:00:00-04:00,56.91,54.93,52.0,67.9,47.1,72.78,69.27,85.84,97.31,67.1,130.52,141.64
2008-05-21 00:00:00-04:00,55.92,54.67,51.06,66.91,46.0,71.54,68.68,85.74,94.53,65.6,129.09,139.3
2008-05-22 00:00:00-04:00,56.16,54.97,51.17,67.32,46.38,71.36,69.32,86.17,94.37,65.08,127.72,139.56
2008-05-23 00:00:00-04:00,55.85,54.44,50.4,66.71,45.69,70.52,69.1,84.76,93.06,64.87,125.52,137.87
2008-05-27 00:00:00-04:00,56.86,54.77,50.91,67.23,46.11,71.09,69.34,85.22,92.68,65.64,124.66,138.74
2008-05-28 00:00:00-04:00,57.17,54.73,51.24,67.94,45.79,71.78,69.17,85.31,95.3,65.79,126.43,139.37
2008-05-29 00:00:00-04:00,57.68,55.57,51.8,69.06,46.59,72.09,69.91,85.8,94.34,66.48,124.1,140.03
2008-05-30 00:00:00-04:00,58.0,55.62,51.56,69.17,46.26,72.61,69.85,85.68,95.2,66.04,124.97,140.11
2008-06-02 00:00:00-04:00,57.22,55.12,51.02,68.5,45.55,71.97,69.42,85.1,94.68,65.0,125.58,138.83
2008-06-03 00:00:00-04:00,57.15,55.29,51.01,68.01,45.36,71.59,69.32,84.64,94.74,65.35,123.8,138.05
2008-06-04 00:00:00-04:00,57.49,55.45,51.2,68.08,45.07,71.42,69.64,85.08,94.17,65.87,122.2,138.04
2008-06-05 00:00:00-04:00,58.51,56.0,51.86,69.99,45.9,72.48,70.37,86.5,97.4,67.37,127.67,140.64
2008-06-06 00:00:00-04:00,56.95,54.61,50.02,68.24,43.83,70.01,68.61,84.68,95.2,64.61,126.14,136.38
2008-06-09 00:00:00-04:00,56.75,54.32,49.73,67.49,43.01,70.19,68.69,85.76,96.1,63.17,129.03,136.63
2008-06-10 00:00:00-04:00,56.52,54.01,49.87,66.82,43.27,70.07,69.28,85.91,95.16,63.43,126.33,136.14
2008-06-11 00:00:00-04:00,55.13,53.23,48.71,65.2,42.06,68.49,68.63,85.1,93.6,62.32,127.45,133.96
2008-06-12 00:00:00-04:00,55.57,53.42,49.06,65.03,42.82,68.53,68.93,84.92,93.41,62.84,125.15,134.44
2008-06-13 00:00:00-04:00,56.5,54.11,50.22,66.13,43.54,69.4,68.94,85.84,95.75,64.02,126.46,136.4
2008-06-16 00:00:00-04:00,56.95,53.96,50.3,65.76,44.02,69.52,68.31,85.84,95.89,64.92,127.07,136.44
2008-06-17 00:00:00-04:00,56.68,53.73,49.73,65.66,42.76,69.01,68.0,86.19,96.45,63.0,129.54,135.5
2008-06-18 00:00:00-04:00,55.93,53.23,48.77,64.8,42.34,68.34,67.28,85.76,95.93,62.11,129.6,134.33
2008-06-19 00:00:00-04:00,56.61,53.52,49.32,65.25,42.58,69.14,67.5,86.1,95.73,63.47,127.14,134.72
2008-06-20 00:00:00-04:00,55.27,52.85,47.89,63.67,41.65,67.97,66.71,85.01,94.04,62.02,126.2,131.59
2008-06-23 00:00:00-04:00,54.91,52.95,47.11,63.23,40.64,67.99,66.5,85.6,94.88,60.73,130.65,131.63
2008-06-24 00:00:00-04:00,54.55,52.99,46.86,62.97,40.76,67.09,66.57,84.62,92.5,59.96,128.53,131.24
2008-06-25 00:00:00-04:00,55.42,53.49,47.55,63.67,40.9,66.88,67.35,85.04,92.89,60.82,127.71,132.0
2008-06-26 00:00:00-04:00,53.52,52.51,45.95,61.76,39.37,64.41,65.98,83.04,89.96,58.76,126.71,128.21
2008-06-27 00:00:00-04:00,53.27,52.68,45.59,61.45,38.85,64.17,65.21,82.28,90.28,58.19,127.76,127.8
2008-06-30 00:00:00-04:00,52.76,53.09,45.04,62.24,38.01,64.49,65.13,83.93,89.94,58.29,129.69,127.84
2008-07-01 00:00:00-04:00,52.86,53.4,44.96,61.7,38.37,64.45,65.32,84.43,89.05,58.41,130.38,128.37
2008-07-02 00:00:00-04:00,51.97,53.19,44.2,60.31,37.89,62.25,65.21,83.87,83.97,57.38,126.02,126.07
2008-07-03 00:00:00-04:00,51.92,53.17,44.14,59.8,37.67,62.59,65.51,83.03,84.34,56.96,124.93,126.14
2008-07-07 00:00:00-04:00,52.17,52.89,43.84,59.59,36.52,62.53,65.65,82.28,84.2,55.78,122.17,125.09
2008-07-08 00:00:00-04:00,52.7,54.47,44.94,61.17,38.66,64.03,66.63,82.54,84.13,59.91,120.14,127.29
2008-07-09 00:00:00-04:00,51.07,54.31,43.7,59.66,36.73,62.62,66.29,83.43,83.88,55.42,117.87,124.45
2008-07-10 00:00:00-04:00,51.68,54.55,42.91,60.15,36.54,63.37,66.3,83.62,85.66,56.61,121.21,125.38
2008-07-11 00:00:00-04:00,51.25,54.06,42.38,60.01,35.78,62.91,65.99,83.2,85.68,56.55,120.7,124.02
2008-07-14 00:00:00-04:00,50.69,53.76,42.18,59.45,34.11,62.72,66.03,82.22,85.73,54.55,121.59,122.82
2008-07-15 00:00:00-04:00,50.77,54.5,42.29,59.63,33.14,61.78,66.11,81.73,84.77,54.09,116.75,121.45
2008-07-16 00:00:00-04:00,51.95,54.92,44.11,60.33,36.75,63.72,66.8,80.16,85.61,57.8,114.24,124.47
2008-07-17 00:00:00-04:00,52.73,55.36,45.33,60.26,38.64,64.67,66.59,78.91,85.32,58.66,112.0,125.91
2008-07-18 00:00:00-04:00,52.05,55.16,45.16,60.46,39.28,64.63,66.17,79.44,84.91,58.73,113.2,125.92
2008-07-21 00:00:00-04:00,51.66,54.82,44.69,60.41,38.97,64.79,65.75,80.39,86.97,59.13,116.8,126.0
2008-07-22 00:00:00-04:00,51.78,55.37,45.85,60.55,41.34,66.11,67.06,80.46,86.71,60.89,113.7,127.69
2008-07-23 00:00:00-04:00,52.4,55.84,46.82,62.34,42.06,66.64,67.39,78.77,84.88,62.23,109.22,128.22
2008-07-24 00:00:00-04:00,51.47,55.82,45.41,60.97,39.51,64.81,66.71,78.06,82.89,58.4,108.64,125.43
2008-07-25 00:00:00-04:00,52.13,56.14,45.19,61.18,39.32,65.42,66.66,77.68,84.02,59.46,110.01,125.71
2008-07-28 00:00:00-04:00,51.13,55.57,44.06,59.99,37.78,64.15,66.2,77.57,83.52,58.16,109.48,123.57
2008-07-29 00:00:00-04:00,52.19,55.9,45.53,60.64,40.26,65.87,67.45,77.75,85.44,61.16,108.28,126.27
2008-07-30 00:00:00-04:00,52.43,55.87,45.59,61.25,40.94,66.94,68.14,79.0,88.17,60.84,114.36,128.45
2008-07-31 00:00:00-04:00,52.07,56.18,45.27,60.72,40.53,65.64,67.23,78.64,86.63,60.21,110.6,126.84
2008-08-01 00:00:00-04:00,51.88,55.8,45.14,60.21,40.9,65.31,67.25,76.51,84.88,60.09,110.29,126.11
2008-08-04 00:00:00-04:00,51.57,56.32,45.16,59.38,40.41,64.49,67.91,75.48,81.17,59.3,104.45,124.91
2008-08-05 00:00:00-04:00,52.91,57.63,47.16,60.93,42.12,66.21,69.4,76.35,81.97,62.0,105.12,128.42
2008-08-06 00:00:00-04:00,53.65,57.91,47.01,60.61,41.88,66.46,69.78,76.51,83.26,61.68,107.49,129.09
2008-08-07 00:00:00-04:00,53.63,57.17,46.15,59.52,40.16,65.52,68.48,76.12,81.89,60.08,106.02,126.88
2008-08-08 00:00:00-04:00,54.7,58.4,48.33,61.25,41.35,67.49,69.99,77.19,82.37,62.18,104.9,129.62
2008-08-11 00:00:00-04:00,55.1,58.67,49.56,62.5,42.23,67.81,70.3,77.94,81.96,63.91,104.6,130.65
2008-08-12 00:00:00-04:00,55.13,58.49,48.89,62.34,40.48,67.17,70.68,76.52,82.16,62.41,104.09,129.25
2008-08-13 00:00:00-04:00,54.99,58.32,48.18,61.77,39.47,66.91,70.42,77.28,84.39,61.53,107.77,128.82
2008-08-14 00:00:00-04:00,55.47,58.59,49.11,62.17,40.3,67.29,70.57,76.49,83.85,62.49,106.54,129.54
2008-08-15 00:00:00-04:00,55.5,59.03,49.57,62.68,40.73,67.69,71.14,76.92,83.2,62.37,104.57,130.05
2008-08-18 00:00:00-04:00,54.72,58.38,48.62,62.13,39.45,66.89,70.52,77.11,82.65,61.25,103.28,128.25
2008-08-19 00:00:00-04:00,53.98,57.97,47.53,60.71,38.45,65.69,70.04,77.09,82.32,59.95,106.2,127.02
2008-08-20 00:00:00-04:00,54.16,57.64,47.27,60.81,38.9,65.77,69.97,77.59,83.87,60.03,109.31,127.71
2008-08-21 00:00:00-04:00,53.97,57.72,47.41,60.79,38.43,65.84,69.59,78.2,84.44,59.07,111.91,127.99
2008-08-22 00:00:00-04:00,54.69,58.35,48.42,61.82,39.47,66.75,70.39,78.44,84.37,60.95,110.03,129.52
2008-08-25 00:00:00-04:00,53.78,57.46,47.32,60.32,38.46,65.43,69.33,77.61,82.52,59.26,108.54,127.08
2008-08-26 00:00:00-04:00,53.53,57.46,47.36,60.31,38.67,65.45,69.15,78.31,82.91,59.72,110.41,127.44
2008-08-27 00:00:00-04:00,54.02,57.46,47.68,61.35,39.3,66.02,69.39,78.99,83.98,60.18,111.82,128.46
2008-08-28 00:00:00-04:00,54.53,57.99,48.77,62.68,40.81,67.51,69.87,79.47,85.27,62.0,110.95,130.3
2008-08-29 00:00:00-04:00,53.37,57.4,48.39,61.98,40.7,66.61,69.06,78.22,84.29,61.44,109.75,128.69
2008-09-02 00:00:00-04:00,52.66,57.47,49.12,62.77,41.36,66.48,69.68,77.07,81.97,62.02,104.08,128.09
2008-09-03 00:00:00-04:00,51.84,57.5,49.49,62.81,41.94,65.95,69.69,76.12,81.51,62.96,103.47,127.96
2008-09-04 00:00:00-04:00,50.08,56.16,47.91,60.65,40.21,63.57,68.85,75.17,78.21,61.28,101.03,124.08
2008-09-05 00:00:00-04:00,50.0,55.83,48.08,60.32,41.28,63.7,69.49,73.85,79.3,61.31,100.82,124.64
2008-09-08 00:00:00-04:00,50.31,56.89,49.78,61.73,43.1,64.65,70.91,75.44,78.71,63.85,99.76,127.25
2008-09-09 00:00:00-04:00,49.2,56.0,48.62,60.91,40.65,62.44,70.45,73.23,74.79,61.21,93.09,122.94
2008-09-10 00:00:00-04:00,49.53,56.08,48.52,59.84,40.44,62.9,70.56,73.68,76.14,61.62,96.34,123.6
2008-09-11 00:00:00-04:00,50.04,56.87,49.11,59.74,40.99,63.8,71.49,74.54,77.77,62.18,97.81,125.51
2008-09-12 00:00:00-04:00,50.08,56.67,48.81,59.99,40.8,63.89,71.46,75.64,80.25,62.84,100.76,125.75
2008-09-15 00:00:00-04:00,48.32,55.5,47.41,57.07,37.55,61.28,70.41,73.17,75.88,59.02,94.1,120.34
2008-09-16 00:00:00-04:00,48.41,55.63,47.7,56.78,39.45,62.0,70.31,72.53,77.64,61.46,96.68,121.88
2008-09-17 00:00:00-04:00,46.19,53.84,45.53,53.59,36.25,59.28,68.14,68.94,74.28,57.99,94.29,116.3
2008-09-18 00:00:00-04:00,47.84,55.0,47.31,56.13,39.62,61.32,69.66,71.3,75.98,62.7,96.85,120.59
2008-09-19 00:00:00-04:00,49.56,55.5,48.29,58.75,43.07,63.52,69.65,73.68,80.49,65.39,104.22,125.04
2008-09-22 00:00:00-04:00,47.77,54.12,46.0,55.81,40.64,61.61,68.01,71.96,78.28,59.46,102.98,120.6
2008-09-23 00:00:00-04:00,47.39,53.88,45.36,54.8,40.06,59.96,67.63,71.24,75.53,59.95,100.27,118.72
2008-09-24 00:00:00-04:00,47.57,54.07,45.06,54.84,39.47,59.17,67.62,70.45,74.85,58.66,99.61,118.84
2008-09-25 00:00:00-04:00,48.42,54.92,45.87,56.2,40.29,60.11,68.7,72.12,74.75,59.58,101.74,121.01
2008-09-26 00:00:00-04:00,48.57,55.21,46.16,56.22,41.16,59.79,69.14,71.62,72.77,61.22,100.0,121.36
2008-09-29 00:00:00-04:00,44.69,52.93,43.11,53.19,38.14,56.13,66.89,67.87,66.33,57.3,89.97,112.83
2008-09-30 00:00:00-04:00,46.52,53.9,44.09,53.35,39.24,58.11,67.95,68.67,68.31,60.7,94.0,116.7
2008-10-01 00:00:00-04:00,45.61,53.69,43.88,53.31,40.05,56.49,68.59,68.85,67.19,59.4,91.91,115.99
2008-10-02 00:00:00-04:00,43.5,52.82,41.97,51.73,38.42,52.71,67.62,67.11,61.23,55.5,85.49,111.3
2008-10-03 00:00:00-04:00,42.95,52.22,40.55,50.97,36.84,51.86,67.19,66.53,60.6,52.9,85.28,109.97
2008-10-06 00:00:00-04:00,41.34,49.8,39.26,48.56,36.0,50.74,64.85,63.15,58.02,51.25,81.29,106.27
2008-10-07 00:00:00-04:00,38.75,48.14,36.83,46.5,32.1,47.96,62.73,60.52,54.39,47.31,76.19,99.79
2008-10-08 00:00:00-04:00,38.43,47.45,36.3,44.62,30.79,47.63,61.61,59.06,55.74,46.44,76.67,98.4
2008-10-09 00:00:00-04:00,37.46,44.39,34.06,41.8,27.57,45.04,58.29,55.93,52.42,42.76,69.04,91.75
2008-10-10 00:00:00-04:00,37.1,42.94,33.66,40.58,29.58,45.14,57.3,53.32,52.18,46.94,63.87,90.46
2008-10-13 00:00:00-04:00,41.17,48.0,36.35,46.28,32.14,49.32,61.45,59.95,57.7,49.83,74.79,100.86
2008-10-14 00:00:00-04:00,39.56,47.85,35.36,46.33,33.31,48.32,59.98,59.38,56.16,46.44,75.12,99.93
2008-10-15 00:00:00-04:00,36.42,44.8,32.04,42.68,30.44,43.82,56.08,54.54,49.25,40.41,62.92,90.71
2008-10-16 00:00:00-04:00,38.24,46.33,33.41,43.6,31.2,46.08,58.47,56.78,51.32,42.74,67.75,94.41
2008-10-17 00:00:00-04:00,38.15,46.52,33.58,43.53,30.6,45.4,58.79,57.27,51.21,42.37,67.67,94.07
2008-10-20 00:00:00-04:00,39.34,48.09,34.68,45.89,31.29,46.89,60.36,61.87,55.07,42.68,75.48,98.47
2008-10-21 00:00:00-04:00,37.26,47.47,33.66,44.25,30.76,45.79,59.5,59.8,52.28,41.22,72.31,95.5
2008-10-22 00:00:00-04:00,35.77,44.95,31.58,40.91,28.86,43.24,57.44,56.33,48.23,38.24,64.35,89.88
2008-10-23 00:00:00-04:00,35.49,45.46,31.27,40.86,28.54,43.02,57.55,58.62,47.31,37.82,68.07,91.05
2008-10-24 00:00:00-04:00,34.47,44.25,29.93,39.16,27.39,41.27,55.42,56.75,45.53,35.19,65.23,87.63
2008-10-27 00:00:00-04:00,33.57,42.59,29.11,39.24,26.26,40.05,54.16,54.75,43.16,33.19,60.75,84.86
2008-10-28 00:00:00-04:00,37.04,45.76,32.33,43.24,29.32,43.55,58.6,60.06,48.01,38.35,67.84,94.0
2008-10-29 00:00:00-04:00,36.96,44.76,33.04,42.81,28.56,43.83,57.35,59.34,49.64,37.12,69.61,92.32
2008-10-30 00:00:00-04:00,37.73,45.98,33.8,44.16,29.27,45.47,59.28,61.8,51.62,39.01,73.93,95.47
2008-10-31 00:00:00-04:00,38.07,46.86,34.77,45.39,30.75,46.76,60.11,60.97,52.27,41.64,74.54,97.17
2008-11-03 00:00:00-05:00,37.78,47.16,34.4,46.65,30.85,46.65,60.07,61.12,51.89,40.11,72.9,96.76
