Date,Info Tech (VGT),Healthcare (VHT),Cons Disc (VCR),Comm Serv (VOX),Finance (VFH),Industrials (VIS),Cons Staples (VDC),Utilities (VPU),Materials (VAW),Real Estate (VNQ),Energy (VDE),S&P 500 (SPY)
2014-05-27 00:00:00-04:00,93.67,107.91,106.28,86.68,45.34,102.99,114.24,91.89,108.34,74.67,135.41,191.54
2014-05-28 00:00:00-04:00,93.41,107.66,106.07,87.14,45.21,103.03,114.1,92.46,108.28,74.18,135.69,191.35
2014-05-29 00:00:00-04:00,93.95,108.33,106.4299,87.34,45.29,103.3315,115.17,92.51,109.33,74.3399,136.74,192.38
2014-05-30 00:00:00-04:00,93.85,108.5,106.4772,87.69,45.39,103.33,115.9499,93.23,109.2,74.7,136.65,192.65
2014-06-02 00:00:00-04:00,93.65,108.61,106.77,87.13,45.52,103.76,115.603,93.12,109.61,74.92,136.302,192.9
2014-06-03 00:00:00-04:00,93.57,108.87,106.6,86.4101,45.57,103.49,115.26,93.35,109.32,74.88,136.86,192.81
2014-06-04 00:00:00-04:00,93.84,109.23,107.11,86.23,45.73,103.6,115.77,93.43,109.6,75.01,136.75,193.17
2014-06-05 00:00:00-04:00,94.66,109.63,107.77,86.54,46.23,104.8,116.14,94.32,110.28,76.4,137.55,194.45
2014-06-06 00:00:00-04:00,95.16,109.62,108.4,86.48,46.53,105.8,116.48,94.01,110.95,76.09,138.79,195.38
2014-06-09 00:00:00-04:00,95.49,109.39,108.57,86.79,46.68,106.43,116.37,93.49,110.72,75.16,138.97,195.58
2014-06-10 00:00:00-04:00,95.7,109.62,108.3,86.46,46.59,106.16,116.3301,93.2,110.81,74.59,138.76,195.6
2014-06-11 00:00:00-04:00,95.57,109.57,108.02,86.13,46.2818,105.29,115.99,92.12,110.31,74.42,139.3,194.94
2014-06-12 00:00:00-04:00,94.75,109.0,106.6537,85.52,46.06,103.84,115.2,92.4,109.33,74.21,139.86,193.53
2014-06-13 00:00:00-04:00,95.35,108.92,106.73,86.2175,46.06,104.14,115.17,92.9101,109.81,74.41,141.24,194.14
2014-06-16 00:00:00-04:00,95.46,109.22,107.12,86.23,45.89,104.06,115.63,93.56,109.66,74.05,141.922,194.3
2014-06-17 00:00:00-04:00,95.84,109.3,107.56,86.6,46.35,104.43,115.77,93.5,110.05,74.22,141.75,194.82
2014-06-18 00:00:00-04:00,96.28,110.13,108.31,87.41,46.62,104.99,117.05,95.38,111.08,74.76,142.82,196.25
2014-06-19 00:00:00-04:00,96.04,110.43,108.13,87.35,46.56,105.25,117.69,96.11,111.03,75.33,143.76,196.49
2014-06-20 00:00:00-04:00,95.87,111.47,107.85,87.44,46.74,105.71,117.34,95.58,111.64,75.65,145.14,195.95
2014-06-23 00:00:00-04:00,96.11,111.06,108.05,87.55,46.81,105.15,116.65,94.61,111.77,75.34,145.62,195.882
2014-06-24 00:00:00-04:00,95.54,110.95,107.76,87.1,46.27,104.04,116.17,94.85,110.7,74.64,142.54,194.7
2014-06-25 00:00:00-04:00,96.11,112.04,108.68,87.4,46.35,104.26,116.13,95.35,111.56,74.53,143.6,195.56
2014-06-26 00:00:00-04:00,95.95,112.01,108.75,87.3675,46.23,104.11,115.71,95.53,111.36,74.45,143.72,195.44
2014-06-27 00:00:00-04:00,96.52,111.91,109.15,87.73,46.33,104.46,115.93,95.92,111.3,74.99,143.75,195.8
2014-06-30 00:00:00-04:00,96.79,111.58,109.18,87.89,46.3501,104.2414,115.84,96.698,111.76,74.83,143.98,195.71
2014-07-01 00:00:00-04:00,97.85,113.13,110.3199,88.36,46.66,104.97,116.28,95.87,112.19,75.21,144.12,197.06
2014-07-02 00:00:00-04:00,97.77,113.81,110.34,88.38,46.59,104.64,116.46,94.03,112.19,75.06,143.87,197.24
2014-07-03 00:00:00-04:00,98.24,114.19,111.19,88.85,46.88,105.4799,117.03,93.06,112.99,74.66,144.58,198.24
2014-07-07 00:00:00-04:00,98.04,113.12,110.4,88.49,46.65,104.49,117.17,93.39,111.94,74.84,143.29,197.54
2014-07-08 00:00:00-04:00,96.91,111.85,109.24,87.85,46.34,103.81,116.95,94.03,111.58,75.1,143.11,196.27
2014-07-09 00:00:00-04:00,97.28,112.28,110.3955,88.18,46.39,103.96,117.35,93.84,111.92,75.2,144.0,197.13
2014-07-10 00:00:00-04:00,96.95,112.22,109.4,88.2564,46.17,103.41,117.22,94.32,111.1934,75.53,142.56,196.335
2014-07-11 00:00:00-04:00,97.26,112.42,109.58,88.76,46.19,103.82,117.34,93.67,111.41,75.54,141.36,196.59
2014-07-14 00:00:00-04:00,98.03,112.87,109.93,89.15,46.46,104.47,117.73,92.64,111.47,75.92,142.69,197.59
2014-07-15 00:00:00-04:00,97.73,111.7,109.41,88.97,46.74,104.44,116.7901,93.02,111.19,75.97,141.93,197.23
2014-07-16 00:00:00-04:00,98.47,111.4,109.6,89.3,46.6,104.82,116.73,93.22,111.79,76.19,144.1,197.97
2014-07-17 00:00:00-04:00,97.14,110.0285,108.6,88.38,46.075,103.22,115.89,92.34,111.15,75.79,141.88,195.72
2014-07-18 00:00:00-04:00,98.49,111.91,109.64,88.98,46.54,104.18,117.03,93.36,112.02,76.54,142.45,197.72
2014-07-21 00:00:00-04:00,98.43,111.52,109.04,88.3799,46.41,103.93,116.42,93.19,111.58,76.27,142.61,197.3
2014-07-22 00:00:00-04:00,99.31,112.5,109.61,88.77,46.56,104.53,116.42,93.08,111.87,76.54,143.73,198.19
2014-07-23 00:00:00-04:00,99.38,113.63,109.54,88.7466,46.66,104.22,116.26,93.02,112.17,76.64,144.6,198.65
2014-07-24 00:00:00-04:00,99.46,113.28,109.88,88.81,46.77,103.66,116.67,93.27,112.14,76.56,144.72,198.65
2014-07-25 00:00:00-04:00,99.12,112.87,108.64,88.62,46.5299,103.2,116.12,92.49,112.3,76.03,143.5699,197.71
2014-07-28 00:00:00-04:00,99.27,112.84,108.76,88.78,46.54,102.53,115.45,93.78,112.5,76.54,143.26,197.79
2014-07-29 00:00:00-04:00,98.88,113.16,108.52,90.96,46.31,101.46,114.88,92.86,111.7,76.19,142.81,196.95
2014-07-30 00:00:00-04:00,99.32,113.71,109.02,90.77,46.45,101.57,113.77,91.48,111.26,76.04,141.99,196.99
2014-07-31 00:00:00-04:00,97.29,111.29,107.09,88.995,45.55,99.53,111.85,89.98,108.98,74.93,138.57,193.05
2014-08-01 00:00:00-04:00,96.87,111.26,106.74,88.44,45.16,99.42,112.7,90.36,109.04,74.74,137.4,192.49
2014-08-04 00:00:00-04:00,97.56,111.87,107.8335,88.43,45.46,99.74,113.12,89.82,110.31,75.24,139.77,193.88
2014-08-05 00:00:00-04:00,96.81,110.97,107.14,88.5,45.09,99.27,112.52,88.73,109.27,74.46,136.71,191.98
2014-08-06 00:00:00-04:00,96.65,110.86,106.9,86.83,45.26,98.93,113.45,87.73,109.94,74.45,137.14,192.05
2014-08-07 00:00:00-04:00,96.3,109.66,106.33,86.1399,45.09,98.92,112.67,88.59,109.1,74.48,136.22,191.01
2014-08-08 00:00:00-04:00,96.92,110.86,107.87,86.43,45.48,100.25,113.72,90.36,110.24,74.94,138.5942,193.24
2014-08-11 00:00:00-04:00,97.57,110.95,108.36,86.59,45.56,100.83,114.6202,90.1,110.25,75.4,138.77,193.79
2014-08-12 00:00:00-04:00,97.37,110.79,107.98,86.73,45.59,100.52,114.4886,90.01,110.41,75.29,137.78,193.54
2014-08-13 00:00:00-04:00,98.42,112.15,108.28,86.86,45.88,101.43,114.78,90.4414,111.03,76.35,138.27,194.91
2014-08-14 00:00:00-04:00,98.57,113.4,109.2,87.01,46.07,101.99,115.2501,91.32,111.15,76.319,137.43,195.74
2014-08-15 00:00:00-04:00,98.68,113.48,109.06,86.85,45.92,101.73,115.38,91.65,111.34,76.2,138.46,195.73
2014-08-18 00:00:00-04:00,99.72,114.4,110.03,87.0344,46.36,103.42,116.02,91.54,112.53,76.98,138.92,197.36
2014-08-19 00:00:00-04:00,100.46,115.18,110.85,86.72,46.47,103.75,116.35,92.63,112.93,77.15,139.93,198.39
2014-08-20 00:00:00-04:00,100.46,115.1,111.3,86.8312,46.61,104.52,116.35,92.88,112.99,77.49,140.24,198.91
2014-08-21 00:00:00-04:00,100.98,115.11,111.2,86.96,47.05,104.47,116.46,93.06,112.88,77.37,140.33,199.49
2014-08-22 00:00:00-04:00,100.98,115.26,111.4,86.907,46.89,104.17,116.32,92.82,112.51,76.76,139.48,199.16
2014-08-25 00:00:00-04:00,101.0,116.26,111.76,87.31,47.23,104.54,116.96,93.35,112.9,76.58,140.78,200.17
2014-08-26 00:00:00-04:00,101.22,116.91,111.86,87.58,47.38,104.29,116.86,92.43,113.21,76.72,141.47,200.34
2014-08-27 00:00:00-04:00,101.03,116.86,111.94,88.06,47.3,104.2,116.97,93.38,113.2,76.8,141.37,200.27
2014-08-28 00:00:00-04:00,100.83,116.63,111.75,87.91,47.1,103.9,116.96,93.94,113.18,76.75,141.36,200.14
2014-08-29 00:00:00-04:00,101.39,117.17,111.76,88.42,47.339,103.95,117.1201,94.59,113.52,77.15,142.2601,200.7
2014-09-02 00:00:00-04:00,101.65,117.16,112.09,88.33,47.53,104.35,117.08,93.71,113.27,77.17,140.44,200.59
2014-09-03 00:00:00-04:00,100.99,117.52,111.75,88.28,47.47,104.07,117.22,94.23,113.5,77.35,140.9,200.51
2014-09-04 00:00:00-04:00,100.87,116.81,112.12,88.18,47.43,104.15,117.39,94.13,113.29,77.1,138.85,200.22
2014-09-05 00:00:00-04:00,101.45,117.36,112.47,88.77,47.53,104.45,118.05,95.3,113.75,77.92,139.86,201.13
2014-09-08 00:00:00-04:00,101.7,117.66,112.03,88.66,47.54,104.42,117.43,94.76,113.24,77.84,137.71,200.6
2014-09-09 00:00:00-04:00,100.92,117.17,110.99,87.66,47.1299,103.88,117.09,93.65,112.23,77.35,136.95,199.33
2014-09-10 00:00:00-04:00,101.74,118.12,111.35,87.6,47.24,104.02,117.5957,93.23,112.3258,76.15,136.73,200.08
2014-09-11 00:00:00-04:00,101.91,117.92,111.6499,88.29,47.37,104.14,117.77,94.06,112.46,76.22,136.91,200.28
2014-09-12 00:00:00-04:00,101.46,117.02,111.3,88.18,47.19,103.67,116.94,92.29,111.72,73.85,134.82,199.1299
2014-09-15 00:00:00-04:00,100.55,116.44,110.72,87.35,47.12,103.42,117.33,92.44,111.79,73.49,135.7,198.99
2014-09-16 00:00:00-04:00,101.25,117.9,111.2,87.8,47.28,103.99,118.21,93.57,112.4036,74.21,137.33,200.49
2014-09-17 00:00:00-04:00,101.4,118.13,111.29,87.99,47.4899,104.33,118.0,93.29,112.91,74.22,136.74,200.72
2014-09-18 00:00:00-04:00,102.1,119.039,111.68,88.66,47.8899,104.9,118.29,92.62,113.54,73.54,135.96,201.77
2014-09-19 00:00:00-04:00,101.67,119.04,111.62,88.925,47.71,104.48,118.44,93.34,113.18,73.65,135.9,200.73
2014-09-22 00:00:00-04:00,100.7498,118.22,109.9,88.38,47.35,103.19,118.06,91.81,112.71,73.08,133.8,199.14
2014-09-23 00:00:00-04:00,100.47,117.56,109.0499,87.61,46.98,102.3501,117.17,91.41,112.08,72.52,133.38,198.0
2014-09-24 00:00:00-04:00,101.18,119.53,110.13,87.91,46.98,102.84,118.56,91.1214,112.9328,71.69,133.5818,199.57
2014-09-25 00:00:00-04:00,98.96,117.62,108.67,86.57,46.31,101.32,117.13,90.63,111.21,71.35,131.46,196.32
2014-09-26 00:00:00-04:00,100.09,118.0,109.69,87.17,46.74,102.18,117.52,90.77,112.06,72.31,133.12,197.95
2014-09-29 00:00:00-04:00,99.99,117.88,109.16,87.05,46.58,101.79,117.49,91.21,111.55,72.25,132.79,197.52
2014-09-30 00:00:00-04:00,100.11,117.0,108.5,87.12,46.43,101.42,117.5,91.32,110.18,71.85,131.08,197.0
2014-10-01 00:00:00-04:00,98.43,115.79,107.02,85.89,45.97,99.46,116.74,91.6999,107.61,71.91,128.4999,194.34
2014-10-02 00:00:00-04:00,98.5,115.67,107.6,86.29,46.06,99.5,116.89,91.56,107.38,71.81,127.92,194.39
2014-10-03 00:00:00-04:00,99.33,117.83,109.05,86.85,46.64,100.77,118.19,92.18,107.63,72.24,127.79,196.53
2014-10-06 00:00:00-04:00,99.16,117.32,108.5,86.63,46.57,100.34,118.27,92.2,107.5,72.43,127.86,196.26
2014-10-07 00:00:00-04:00,97.53,115.46,106.87,85.92,45.81,98.03,117.66,92.04,105.6133,71.87,126.02,193.26
2014-10-08 00:00:00-04:00,99.37,118.26,108.45,86.86,46.63,99.53,119.27,94.07,107.07,73.44,127.1,196.64
2014-10-09 00:00:00-04:00,97.64,115.92,106.05,84.836,45.76,97.23,118.12,92.5,104.2,73.43,122.24,192.68
2014-10-10 00:00:00-04:00,94.71,114.9599,104.93,83.62,45.42,95.7,118.56,92.91,102.4501,73.49,120.6,190.52
2014-10-13 00:00:00-04:00,93.54,112.37,102.8,82.86,45.11,94.1,116.94,92.8,99.94,73.55,116.78,187.38
2014-10-14 00:00:00-04:00,93.88,111.73,103.6,83.51,45.38,95.46,116.95,93.73,100.41,74.74,115.27,187.75
2014-10-15 00:00:00-04:00,93.51,111.05,103.03,84.0,44.59,95.47,115.72,92.49,101.3199,74.44,116.19,186.29
2014-10-16 00:00:00-04:00,93.06,110.92,103.39,83.95,44.6501,96.32,114.83,92.71,102.45,74.59,118.44,186.24
2014-10-17 00:00:00-04:00,94.15,112.56,104.44,84.61,45.15,97.97,116.15,93.2402,103.7,74.6999,119.3,188.54
2014-10-20 00:00:00-04:00,94.81,113.94,105.85,85.24,45.46,98.36,117.78,94.58,105.18,75.81,120.29,190.32
2014-10-21 00:00:00-04:00,96.84,116.88,107.86,86.13,46.25,100.75,118.42,95.06,107.69,76.49,123.82,194.05
2014-10-22 00:00:00-04:00,96.13,116.22,106.88,85.43,45.93,99.43,118.54,95.58,106.52,76.51,121.54,192.71
2014-10-23 00:00:00-04:00,97.69,118.26,108.32,85.45,46.31,101.47,118.52,95.9,106.95,77.13,123.72,194.95
2014-10-24 00:00:00-04:00,98.44,119.89,108.39,85.85,46.68,102.34,119.45,96.73,107.71,77.05,123.34,196.38
2014-10-27 00:00:00-04:00,98.4232,120.05,108.46,86.39,46.77,102.28,119.66,96.52,105.52,77.63,120.73,196.11
2014-10-28 00:00:00-04:00,100.04,121.09,109.82,87.88,47.33,104.23,120.26,97.32,106.98,77.96,123.54,198.37
2014-10-29 00:00:00-04:00,99.78,120.999,109.45,87.73,47.39,103.76,120.1999,96.83,105.743,77.53,123.88,198.14
2014-10-30 00:00:00-04:00,100.17,123.14,110.175,88.31,47.627,104.13,120.93,98.86,106.3965,78.0,123.4,199.45
2014-10-31 00:00:00-04:00,102.0,123.73,111.27,89.12,48.24,105.39,121.88,98.97,108.4,78.99,125.92,201.66
2014-11-03 00:00:00-05:00,102.43,123.83,111.2684,89.355,48.36,105.23,122.3,99.59,107.67,79.66,123.7,201.75
2014-11-04 00:00:00-05:00,102.5,123.8,110.05,88.8,48.4,105.15,122.82,98.99,106.6,79.79,120.99,201.11
2014-11-05 00:00:00-05:00,102.66,123.4,110.44,88.64,48.6799,105.69,123.5699,101.1,107.55,79.66,123.04,202.37
2014-11-06 00:00:00-05:00,102.77,124.24,111.5,87.76,48.7,106.94,123.9,99.51,108.5,79.01,124.53,203.18
2014-11-07 00:00:00-05:00,102.76,122.85,111.32,88.4,48.75,107.0,124.12,100.58,109.13,78.94,126.29,203.37
2014-11-10 00:00:00-05:00,103.0836,124.14,111.33,89.02,48.98,107.48,124.67,101.01,109.33,79.6,125.03,203.97
2014-11-11 00:00:00-05:00,103.22,124.58,111.72,88.92,48.87,107.32,124.46,100.66,109.71,79.26,125.4523,204.17
2014-11-12 00:00:00-05:00,103.51,124.52,112.49,89.79,48.81,107.57,124.53,99.0151,110.04,78.66,124.42,203.98
2014-11-13 00:00:00-05:00,103.82,124.36,113.01,90.0,48.71,107.19,125.02,98.09,109.758,79.11,122.68,204.17
2014-11-14 00:00:00-05:00,104.52,123.26,113.42,90.64,48.57,107.27,124.3,97.66,110.1,78.45,124.04,204.25
2014-11-17 00:00:00-05:00,104.23,123.83,113.12,90.08,48.55,107.1,125.03,98.8436,110.09,78.79,123.38,204.38
2014-11-18 00:00:00-05:00,104.78,125.81,113.39,89.97,48.68,107.94,125.523,99.17,111.25,79.1,123.41,205.55
2014-11-19 00:00:00-05:00,104.03,125.1,113.77,88.85,48.49,107.47,126.02,99.06,110.8,78.44,124.0,205.19
2014-11-20 00:00:00-05:00,104.689,124.8,114.37,89.07,48.56,107.78,125.52,98.85,111.47,78.69,125.59,205.59
2014-11-21 00:00:00-05:00,104.97,125.33,114.59,89.37,48.78,108.66,126.07,99.22,112.66,79.2,127.2,206.68
2014-11-24 00:00:00-05:00,105.8,126.22,115.79,89.0,49.12,109.13,125.96,98.4999,112.38,79.45,126.25,207.28
2014-11-25 00:00:00-05:00,105.88,126.29,116.1,88.83,49.06,109.39,126.12,98.45,112.12,79.59,124.2,207.18
2014-11-26 00:00:00-05:00,106.81,127.19,116.2,89.72,49.19,109.22,126.71,98.89,112.21,80.37,122.6765,207.66
2014-11-28 00:00:00-05:00,106.99,127.82,117.5,89.91,49.16,108.31,128.08,99.68,109.56,80.57,114.27,207.21
2014-12-01 00:00:00-05:00,105.77,127.28,116.012,88.79,48.74,106.75,127.39,99.78,108.49,80.39,114.64,205.8
2014-12-02 00:00:00-05:00,106.11,128.64,116.43,87.86,49.16,107.56,127.76,100.47,109.16,80.8699,115.96,207.09
2014-12-03 00:00:00-05:00,106.73,128.95,116.72,87.44,49.4,108.96,127.1,100.29,110.97,80.76,117.43,207.91
2014-12-04 00:00:00-05:00,106.75,128.7632,116.42,87.04,49.44,108.5,126.9,100.27,111.05,81.01,116.32,207.66
2014-12-05 00:00:00-05:00,106.78,129.79,116.62,87.23,49.88,108.87,127.235,99.6,111.14,80.58,114.94,208.0
2014-12-08 00:00:00-05:00,105.35,130.27,115.61,86.57,50.05,107.57,126.905,100.25,109.42,81.09,110.13,206.62
2014-12-09 00:00:00-05:00,105.99,130.08,115.56,85.36,50.03,107.71,126.63,100.93,109.93,81.47,111.35,206.46
2014-12-10 00:00:00-05:00,104.24,127.87,113.89,83.83,49.35,105.61,125.31,99.54,107.47,81.38,107.71,203.17
2014-12-11 00:00:00-05:00,104.71,128.36,114.83,84.49,49.5,106.11,126.37,100.46,107.42,81.53,107.67,204.17
2014-12-12 00:00:00-05:00,103.18,126.45,114.17,82.91,48.6,104.21,124.82,99.43,104.55,80.83,105.5766,200.87
2014-12-15 00:00:00-05:00,102.48,125.15,113.55,83.01,48.15,103.91,123.95,98.5035,103.83,79.79,104.532,199.48
2014-12-16 00:00:00-05:00,101.16,123.7654,111.85,83.09,47.78,103.72,123.37,98.41,103.33,79.69,105.43,197.93
2014-12-17 00:00:00-05:00,103.12,126.35,113.98,84.66,48.85,104.96,125.3,100.28,106.23,81.51,110.09,201.9
2014-12-18 00:00:00-05:00,104.9,128.45,114.32,84.32,49.83,105.82,125.35,101.33,106.34,82.07,110.16,206.8
2014-12-19 00:00:00-05:00,105.1899,129.12,114.69,84.48,49.91,106.36,125.257,101.3401,107.61,82.08,113.5701,206.53
2014-12-22 00:00:00-05:00,106.23,127.89,115.642,85.18,49.88,107.22,126.35,101.63,107.56,82.3,112.44,207.45
2014-12-23 00:00:00-05:00,106.5,124.91,116.38,85.43,50.16,107.83,127.4,102.04,108.44,82.05,113.91,207.75
2014-12-24 00:00:00-05:00,106.5,125.88,116.25,85.41,50.12,108.01,127.13,103.79,108.23,81.69,113.01,207.8
2014-12-26 00:00:00-05:00,106.94,126.91,116.83,86.11,50.13,108.1501,127.38,104.96,108.73,82.0,112.928,208.42
2014-12-29 00:00:00-05:00,106.33,127.2,117.68,86.13,50.34,108.37,127.05,106.52,108.7,82.44,113.2,208.73
2014-12-30 00:00:00-05:00,105.67,126.65,117.25,85.52,50.29,107.81,126.512,104.26,108.5,82.38,112.48,207.61
2014-12-31 00:00:00-05:00,104.52,125.56,116.88,84.75,49.69,106.83,125.03,102.35,107.39,81.02,111.7,205.52
2015-01-02 00:00:00-05:00,104.25,126.0,115.91,84.86,49.72,106.63,124.61,102.93,107.49,82.22,112.2299,205.41
2015-01-05 00:00:00-05:00,102.45,125.26,113.72,83.64,48.85,104.16,123.49,101.53,104.695,82.7,107.65,201.8
2015-01-06 00:00:00-05:00,101.08,124.74,112.5099,82.93,48.14,102.79,123.361,101.548,103.76,83.54,106.12,199.82
2015-01-07 00:00:00-05:00,101.98,127.65,114.36,83.3301,48.668,103.4,125.39,102.6,104.49,84.79,106.33,202.34
2015-01-08 00:00:00-05:00,104.37,129.87,116.05,84.53,49.34,105.42,127.32,103.41,106.97,85.08,108.6997,205.92
2015-01-09 00:00:00-05:00,104.03,128.98,114.81,84.17,48.74,104.27,126.34,102.72,106.39,85.14,107.949,204.18
2015-01-12 00:00:00-05:00,102.75,128.89,114.33,84.69,48.39,103.48,125.83,102.3701,106.03,85.7943,104.85,202.62
2015-01-13 00:00:00-05:00,102.64,128.51,114.2,84.99,48.25,103.38,125.78,102.79,105.04,85.65,104.04,202.07
2015-01-14 00:00:00-05:00,102.0599,128.37,112.87,84.79,47.68,102.6816,125.46,103.8,103.84,86.36,104.37,200.9
2015-01-15 00:00:00-05:00,100.53,126.83,111.46,84.22,47.17,101.96,125.72,104.429,103.52,86.58,102.96,199.02
2015-01-16 00:00:00-05:00,101.53,129.21,112.8,85.5,47.76,102.77,126.71,105.38,105.17,87.34,106.26,201.55
2015-01-20 00:00:00-05:00,102.27,129.29,112.02,85.79,47.45,103.4,127.12,105.56,105.13,86.64,106.295,202.04
2015-01-21 00:00:00-05:00,102.46,129.21,112.69,85.88,47.54,104.1699,127.58,106.56,106.1,86.59,108.33,203.09
2015-01-22 00:00:00-05:00,104.3801,130.87,114.83,86.47,48.76,105.99,128.99,106.19,107.53,88.14,108.9,206.09
2015-01-23 00:00:00-05:00,104.71,130.35,114.64,85.67,48.28,105.3201,127.66,106.56,105.55,87.91,107.96,204.95
2015-01-26 00:00:00-05:00,104.41,131.24,115.49,85.65,48.57,105.66,127.83,106.57,106.27,88.66,109.55,205.46
2015-01-27 00:00:00-05:00,101.4,130.3768,114.73,84.91,48.14,104.37,126.3,106.6699,105.48,88.63,109.5,202.75
2015-01-28 00:00:00-05:00,101.25,128.51,113.25,84.22,47.3,103.27,124.9049,105.67,103.74,88.08,105.2,200.07
2015-01-29 00:00:00-05:00,102.22,129.66,114.65,84.2299,47.7,104.44,125.77,106.99,104.73,88.36,105.32,201.98
2015-01-30 00:00:00-05:00,100.83,127.58,113.26,83.07,46.94,102.6899,123.44,104.563,104.46,86.55,106.24,199.44
2015-02-02 00:00:00-05:00,101.73,128.22,114.18,84.8,47.57,104.1,125.0275,105.12,105.31,86.33,109.54,201.87
2015-02-03 00:00:00-05:00,102.93,128.91,116.68,86.73,48.39,105.82,126.13,105.63,107.6831,87.06,112.79,204.8
2015-02-04 00:00:00-05:00,103.1176,127.36,117.23,86.98,48.25,105.0653,126.25,104.26,107.09,86.72,110.89,204.07
2015-02-05 00:00:00-05:00,104.18,129.5,118.0,87.66,48.77,106.15,126.87,105.22,109.54,87.73,112.6699,206.18
2015-02-06 00:00:00-05:00,103.72,128.52,117.83,88.14,48.96,106.03,126.37,101.0,109.36,85.19,112.66,205.51
2015-02-09 00:00:00-05:00,103.52,127.1,117.39,87.94,48.74,105.7,125.46,100.02,109.21,84.61,112.9,204.59
2015-02-10 00:00:00-05:00,105.11,129.08,118.84,88.78,49.04,106.35,126.83,101.94,109.96,84.87,112.48,206.81
2015-02-11 00:00:00-05:00,105.5,129.3,118.83,88.79,49.03,106.37,127.47,99.86,109.87,84.65,111.83,206.94
2015-02-12 00:00:00-05:00,107.21,129.89,120.08,89.11,49.57,107.31,127.89,99.42,111.74,85.65,113.45,208.895
2015-02-13 00:00:00-05:00,108.02,130.56,120.89,89.2499,49.54,107.96,127.48,98.0999,112.79,85.05,115.77,209.8
2015-02-17 00:00:00-05:00,108.06,131.37,120.68,89.15,49.69,108.03,127.4899,97.86,112.82,84.85,116.11,210.16
2015-02-18 00:00:00-05:00,108.25,131.71,120.75,88.5772,49.44,108.67,128.15,100.2,113.1,85.64,114.5829,210.15
2015-02-19 00:00:00-05:00,108.69,131.9,121.14,88.28,49.22,108.86,127.38,99.23,113.32,83.79,113.82,210.01
2015-02-20 00:00:00-05:00,109.38,133.32,121.97,88.66,49.57,109.87,127.81,99.35,113.74,84.58,113.38,211.27
2015-02-23 00:00:00-05:00,109.4,133.86,121.78,87.97,49.49,109.55,128.13,99.96,113.59,85.3,112.84,211.21
2015-02-24 00:00:00-05:00,109.6801,133.63,122.22,88.15,49.6,110.01,128.56,100.56,113.94,83.63,113.08,211.84
2015-02-25 00:00:00-05:00,109.12,133.88,123.09,88.61,49.62,109.96,128.2,99.14,113.66,83.63,113.72,211.61
2015-02-26 00:00:00-05:00,109.78,134.27,122.77,88.34,49.49,109.56,128.26,98.45,113.02,82.73,111.74,211.41
2015-02-27 00:00:00-05:00,109.18,133.63,122.59,88.64,49.34,108.98,128.72,98.35,112.7,83.38,111.41,210.69
2015-03-02 00:00:00-05:00,110.255,134.705,123.81,88.845,49.7,109.938,128.93,96.43,113.44,83.86,110.56,212.0
2015-03-03 00:00:00-05:00,109.41,133.71,123.56,88.7972,49.6,109.28,128.46,97.12,112.71,83.69,110.94,211.14
2015-03-04 00:00:00-05:00,109.0,134.26,122.86,88.016,49.25,108.48,127.65,96.48,112.36,82.89,110.69,210.23
2015-03-05 00:00:00-05:00,108.98,135.08,122.99,88.08,49.43,108.54,128.04,97.18,111.91,83.14,110.11,210.47
2015-03-06 00:00:00-05:00,107.75,132.65,121.5,86.58,48.97,107.06,125.59,94.35,110.31,80.36,108.29,207.48
2015-03-09 00:00:00-04:00,108.23,133.26,122.09,86.5,49.22,107.98,126.26,94.5,110.48,81.01,107.4813,208.38
2015-03-10 00:00:00-04:00,106.04,132.02,120.31,85.15,48.36,106.07,124.4,94.36,108.72,80.96,105.95,204.98
2015-03-11 00:00:00-04:00,105.49,132.12,119.86,85.36,48.68,106.23,123.63,93.78,108.85,81.0001,106.28,204.51
2015-03-12 00:00:00-04:00,106.11,133.7,122.13,86.5499,49.685,107.59,125.38,95.56,110.16,82.44,105.72,207.11
2015-03-13 00:00:00-04:00,105.56,133.53,121.34,85.95,49.39,106.72,124.51,94.63,109.14,82.36,105.25,205.84
2015-03-16 00:00:00-04:00,106.8,136.39,122.59,86.73,49.9,108.17,125.822,96.11,109.09,83.27,106.38,208.65
2015-03-17 00:00:00-04:00,106.92,136.08,122.15,86.7201,49.84,108.09,125.1,96.08,108.1,83.1965,105.87,207.98
2015-03-18 00:00:00-04:00,108.2,137.61,123.19,88.14,50.13,109.18,125.91,98.64,109.83,84.94,108.98,210.44
2015-03-19 00:00:00-04:00,108.13,138.65,123.125,87.7699,49.76,108.62,125.47,97.69,108.19,84.9,107.17,209.48
2015-03-20 00:00:00-04:00,108.76,139.34,124.3599,88.52,50.44,109.2715,126.96,98.67,108.98,87.04,108.52,210.42
2015-03-23 00:00:00-04:00,108.8,138.82,124.29,88.8467,50.24,108.6599,127.38,97.9,109.02,86.93,108.31,210.04
2015-03-24 00:00:00-04:00,108.44,137.76,123.67,88.25,49.86,108.22,126.67,96.82,108.74,86.18,107.57,208.81
2015-03-25 00:00:00-04:00,105.51,134.9,121.72,86.53,49.04,106.42,126.41,95.74,107.51,84.19,108.88,205.75
2015-03-26 00:00:00-04:00,105.5386,134.5,120.98,86.6199,48.94,106.09,125.9,94.96,107.66,83.64,108.85,205.28
